"Step","perplexity_eval - HackerNews","perplexity_eval - HackerNews__MIN","perplexity_eval - HackerNews__MAX"
"0","129.51720832726534","129.51720832726534","129.51720832726534"
"2","37.09843004684822","37.09843004684822","37.09843004684822"
"4","31.046669948334788","31.046669948334788","31.046669948334788"
"6","28.92457623662902","28.92457623662902","28.92457623662902"
"8","28.16700788397415","28.16700788397415","28.16700788397415"
"10","26.720160357508004","26.720160357508004","26.720160357508004"
"12","28.38045071679003","28.38045071679003","28.38045071679003"
"14","28.37792366889177","28.37792366889177","28.37792366889177"
"16","27.341574736377773","27.341574736377773","27.341574736377773"
"18","25.353884821428974","25.353884821428974","25.353884821428974"
"20","23.706844266723184","23.706844266723184","23.706844266723184"
"22","24.3256621717238","24.3256621717238","24.3256621717238"
"24","23.75893013442264","23.75893013442264","23.75893013442264"
"26","23.63962896226668","23.63962896226668","23.63962896226668"
"28","24.78486567005223","24.78486567005223","24.78486567005223"
"30","24.598548200492765","24.598548200492765","24.598548200492765"
"32","24.72337711383315","24.72337711383315","24.72337711383315"
"34","23.23066366858342","23.23066366858342","23.23066366858342"
"36","23.95310606471464","23.95310606471464","23.95310606471464"
"38","23.21387815563118","23.21387815563118","23.21387815563118"
"40","24.144386687699487","24.144386687699487","24.144386687699487"
"42","25.98697065313657","25.98697065313657","25.98697065313657"
"44","24.1328041343128","24.1328041343128","24.1328041343128"
"46","23.17056352893512","23.17056352893512","23.17056352893512"
"48","23.2115386280359","23.2115386280359","23.2115386280359"
"50","24.164280283977003","24.164280283977003","24.164280283977003"
"52","26.01883334155176","26.01883334155176","26.01883334155176"
"54","25.018213671212106","25.018213671212106","25.018213671212106"
"56","29.44012715711313","29.44012715711313","29.44012715711313"
"58","22.93909062094548","22.93909062094548","22.93909062094548"
"60","22.596045522128836","22.596045522128836","22.596045522128836"
"62","22.697811377691288","22.697811377691288","22.697811377691288"
"64","23.879054203045133","23.879054203045133","23.879054203045133"
"66","21.5907290671386","21.5907290671386","21.5907290671386"
"68","22.16112479275348","22.16112479275348","22.16112479275348"
"70","22.786112570295145","22.786112570295145","22.786112570295145"
"72","21.94162092810752","21.94162092810752","21.94162092810752"
"74","22.996242175207417","22.996242175207417","22.996242175207417"
"76","22.2474155087097","22.2474155087097","22.2474155087097"
"78","23.48467638036784","23.48467638036784","23.48467638036784"
"80","21.0020807107874","21.0020807107874","21.0020807107874"
"82","21.1193976671088","21.1193976671088","21.1193976671088"
"84","21.31108424973254","21.31108424973254","21.31108424973254"
"86","22.29685982681957","22.29685982681957","22.29685982681957"
"88","21.58204613859747","21.58204613859747","21.58204613859747"
"90","21.61730472948037","21.61730472948037","21.61730472948037"
"92","21.421309191514464","21.421309191514464","21.421309191514464"
"94","19.44761776339774","19.44761776339774","19.44761776339774"
"96","21.674100723044543","21.674100723044543","21.674100723044543"
"98","22.38858763289218","22.38858763289218","22.38858763289218"
"100","20.540627955221662","20.540627955221662","20.540627955221662"
"102","21.52258414030075","21.52258414030075","21.52258414030075"
"104","19.72612516728102","19.72612516728102","19.72612516728102"
"106","20.007159832061507","20.007159832061507","20.007159832061507"
"108","22.474460662287825","22.474460662287825","22.474460662287825"
"110","20.920957471517955","20.920957471517955","20.920957471517955"
"112","21.37769018025959","21.37769018025959","21.37769018025959"
"114","21.139861619939992","21.139861619939992","21.139861619939992"
"116","22.52929545676007","22.52929545676007","22.52929545676007"
"118","21.33521983465728","21.33521983465728","21.33521983465728"
"120","21.9847067138728","21.9847067138728","21.9847067138728"
"122","20.912927254742268","20.912927254742268","20.912927254742268"
"124","22.373711070009307","22.373711070009307","22.373711070009307"
"126","21.29831363231528","21.29831363231528","21.29831363231528"
"128","20.589076222742307","20.589076222742307","20.589076222742307"
"130","20.95757615274074","20.95757615274074","20.95757615274074"
"132","21.821437228251902","21.821437228251902","21.821437228251902"
"134","20.82280525448276","20.82280525448276","20.82280525448276"
"136","20.941294398085745","20.941294398085745","20.941294398085745"
"138","20.486376398334315","20.486376398334315","20.486376398334315"
"140","20.575808687829504","20.575808687829504","20.575808687829504"
"142","19.404906882374892","19.404906882374892","19.404906882374892"
"144","19.877059374077646","19.877059374077646","19.877059374077646"
"146","20.47862476811689","20.47862476811689","20.47862476811689"
"148","19.891874556447945","19.891874556447945","19.891874556447945"
"150","19.79506857225708","19.79506857225708","19.79506857225708"
"152","19.99209609510852","19.99209609510852","19.99209609510852"
"154","19.80149155767525","19.80149155767525","19.80149155767525"
"156","20.783442728075325","20.783442728075325","20.783442728075325"
"158","20.613544916697577","20.613544916697577","20.613544916697577"
"160","20.874058789774484","20.874058789774484","20.874058789774484"
"162","20.873352512717247","20.873352512717247","20.873352512717247"
"164","19.917390009936163","19.917390009936163","19.917390009936163"
"166","20.538975833093417","20.538975833093417","20.538975833093417"
"168","19.959754698416766","19.959754698416766","19.959754698416766"
"170","19.93928894400597","19.93928894400597","19.93928894400597"
"172","19.561997292965067","19.561997292965067","19.561997292965067"
"174","20.447864555260715","20.447864555260715","20.447864555260715"
"176","20.791815838977403","20.791815838977403","20.791815838977403"
"178","21.40832756488931","21.40832756488931","21.40832756488931"
"180","20.359577850091693","20.359577850091693","20.359577850091693"
"182","20.15006959818157","20.15006959818157","20.15006959818157"
"184","21.025054728575785","21.025054728575785","21.025054728575785"
"186","21.23997814076788","21.23997814076788","21.23997814076788"
"188","20.352964916065627","20.352964916065627","20.352964916065627"
"190","20.098691576251795","20.098691576251795","20.098691576251795"
"192","20.232094827235915","20.232094827235915","20.232094827235915"
"194","20.57368974299992","20.57368974299992","20.57368974299992"
"196","20.442492518647043","20.442492518647043","20.442492518647043"
"198","20.06419616499368","20.06419616499368","20.06419616499368"
"200","20.390979898910896","20.390979898910896","20.390979898910896"
"202","20.236748233875808","20.236748233875808","20.236748233875808"
"204","19.34903142250636","19.34903142250636","19.34903142250636"
"206","19.60134428213624","19.60134428213624","19.60134428213624"
"208","19.735187637163143","19.735187637163143","19.735187637163143"
"210","20.52028340072024","20.52028340072024","20.52028340072024"
"212","19.539694843631164","19.539694843631164","19.539694843631164"
"214","19.750957046069352","19.750957046069352","19.750957046069352"
"216","19.066720378749512","19.066720378749512","19.066720378749512"
"218","19.86850776669441","19.86850776669441","19.86850776669441"
"220","19.29296097846008","19.29296097846008","19.29296097846008"
"222","19.191047554360885","19.191047554360885","19.191047554360885"
"224","19.7738205312806","19.7738205312806","19.7738205312806"
"226","19.016628419943885","19.016628419943885","19.016628419943885"
"228","19.73604970337713","19.73604970337713","19.73604970337713"
"230","19.495486880342167","19.495486880342167","19.495486880342167"
"232","19.3533370889285","19.3533370889285","19.3533370889285"
"234","20.535801752525217","20.535801752525217","20.535801752525217"
"236","19.33548247463563","19.33548247463563","19.33548247463563"
"238","19.62312737647809","19.62312737647809","19.62312737647809"
"240","19.54687812106282","19.54687812106282","19.54687812106282"
"242","19.119973183116493","19.119973183116493","19.119973183116493"
"244","19.50614997204028","19.50614997204028","19.50614997204028"
"246","19.93163321766199","19.93163321766199","19.93163321766199"
"248","19.765248634943774","19.765248634943774","19.765248634943774"
"250","19.570097859583647","19.570097859583647","19.570097859583647"
"252","19.81098268955361","19.81098268955361","19.81098268955361"
"254","19.34309339946976","19.34309339946976","19.34309339946976"
"256","19.57441363147661","19.57441363147661","19.57441363147661"
"258","19.823680933199675","19.823680933199675","19.823680933199675"
"260","21.017229618687256","21.017229618687256","21.017229618687256"
"262","20.298217978255423","20.298217978255423","20.298217978255423"
"264","20.10483474503545","20.10483474503545","20.10483474503545"
"266","20.130387628195333","20.130387628195333","20.130387628195333"
"268","20.93699351245282","20.93699351245282","20.93699351245282"
"270","20.256970664449767","20.256970664449767","20.256970664449767"
"272","20.66356419523557","20.66356419523557","20.66356419523557"
"274","20.15304198159891","20.15304198159891","20.15304198159891"
"276","20.32353324720673","20.32353324720673","20.32353324720673"
"278","20.419178517425763","20.419178517425763","20.419178517425763"
"280","20.38650511994081","20.38650511994081","20.38650511994081"
"282","19.60654385008064","19.60654385008064","19.60654385008064"
"284","19.63382726995384","19.63382726995384","19.63382726995384"
"286","20.417731275745467","20.417731275745467","20.417731275745467"
"288","20.661847371388884","20.661847371388884","20.661847371388884"
"290","19.798250906315506","19.798250906315506","19.798250906315506"
"292","20.30329279616183","20.30329279616183","20.30329279616183"
"294","21.27696670913229","21.27696670913229","21.27696670913229"
"296","21.52797153942725","21.52797153942725","21.52797153942725"
"298","21.678533904108345","21.678533904108345","21.678533904108345"
"300","20.861087830335485","20.861087830335485","20.861087830335485"
"302","20.42401966364945","20.42401966364945","20.42401966364945"
"304","20.76149860871773","20.76149860871773","20.76149860871773"
"306","19.964448695089303","19.964448695089303","19.964448695089303"
"308","19.70269348516184","19.70269348516184","19.70269348516184"
"310","19.896182699969003","19.896182699969003","19.896182699969003"
"312","19.630201336945973","19.630201336945973","19.630201336945973"
"314","19.4213558479267","19.4213558479267","19.4213558479267"
"316","19.43828453298877","19.43828453298877","19.43828453298877"
"318","19.875048354998523","19.875048354998523","19.875048354998523"
"320","20.352055803525683","20.352055803525683","20.352055803525683"
"322","20.64182714738098","20.64182714738098","20.64182714738098"
"324","20.28920631636592","20.28920631636592","20.28920631636592"
"326","19.407409720268905","19.407409720268905","19.407409720268905"
"328","19.994329971717853","19.994329971717853","19.994329971717853"
"330","20.133164747088564","20.133164747088564","20.133164747088564"
"332","20.91999585575917","20.91999585575917","20.91999585575917"
"334","19.92964945587457","19.92964945587457","19.92964945587457"
"336","19.800695373585413","19.800695373585413","19.800695373585413"
"338","19.83271263510573","19.83271263510573","19.83271263510573"
"340","19.52502122872016","19.52502122872016","19.52502122872016"
"342","19.588215872645375","19.588215872645375","19.588215872645375"
"344","19.394273769621755","19.394273769621755","19.394273769621755"
"346","19.30978460405387","19.30978460405387","19.30978460405387"
"348","19.592167144896937","19.592167144896937","19.592167144896937"
"350","19.600594679660656","19.600594679660656","19.600594679660656"
"352","19.57293889832263","19.57293889832263","19.57293889832263"
"354","19.484932875808543","19.484932875808543","19.484932875808543"